review,label
"Vous gagnez des Milliards et des milliards et vous n'êtes même pas capables d'investir pour améliorer une simple application. Application très pauvre je ne peux même pas suivre ma consommation internet elle n'affiche que le solde pas pratique comme les autres applications des autres opérateurs ""Orange ou Oooredoo"" chez qui l'application est très pratique suivie consommation internet et communication toutes les autres offres ... j'espère que vous allez l'améliorer prochainement.	",1
Elle ne s'exécute même pas Écran blanc Et on m'oblige à leur donner une étoile	,1
"Malheureuse expérience service mauvais, application lente	",1
manque le suivi du bonus TT,5
Ne fonctionne pas après la MAJ	,1
j'avais l'application depuis presque deux mois et je la trouvais très sympa et correcte. y a pas longtemps j'essayais d'effectuer une recharge en ligne via l'application on m'exige de faire la mise à jour. La mise à jour en question ne s'effectue pas (...) je désinstalle et réinstalle My TT mais j'y arrive toujours pas... je suis incapable de télécharger l'application. des explications ??? merci,2
"Bonjour, svp ajouter dans l'application my TT Scanner la carte de recharge merci d'avance",1
"Apres la derniere mise a jour ,je n'arrive pas a ouvrir l'application, elle se plante au demarage	",2
J'ai installé l'appropriation m'y TT. Ça marche jusqu'au jour où j'ai reçu une affiche de mise à jour de l'application (upgrade ou close ) et depuis je n'ai pu accéder à mon compte et je n'ai pas réussi à mettre à jour l'application. J'ai essayé par tout les moyens mot de passe oublié ; désinstallation et puis j'ai essayé d'installer mais ça tourne mais ne s'installe pas. Que faire les expert de telecom ? J'ai même appelé le12 98 sans résultat convaincant ? ??!!!	,1
Bonjour Depuis le mois de mars l'application est devenue gênante. Je paye toujours mes factures par internet . Maintenant quand je paye ma facture tt par Internet mon compte est débité automatiquement alors que la facture n 'est pas payé. Je me suis rendu compte que je n'étais pas le seul J ai passé des réclamations sur ce sujet mais pas de réponse. Prière de resoudre ce problème le plus tôt possible avec vos développeurs.. Pour moi je déconseille fortement l utilisation de cet application	,1
"Une fois lancée je pouvais recharger mon solde par paiement par carte. Un service apprécié durant cette période de confinement. Seulement, désormais il n'est plus accessible. On me demande de reproduire un code de sécurité supposé être envoyé par sms. Bizarrement je ne reçois rien même si je relance l'envoi. Merci de voir ce problème car ma réclamation déposée n'a pas été traitée et les opérateurs de l'hotline ne peuvent rien faire.	",1
On ne peut pas consulter le solde du bonus. Effectué une recharge par carte de recharge via l'application pour mon numéro ou un autre numéro !!!	,1
"Je ne peux plus joindre mon appli my tt elle ne marche plus, je l'ai désinstallé puis l'installé c la même aucun signe.	",1
"Il y'a manque de services sur votre application, comme la liaison entre portable et fixe. Service achat solde par prélèvement bancaire, contacter service client via l'application pour renseignements quelconques, Renseignement sur les débits possibles par région. Même les questions ci-dessous ne sont pas instructives et n'ont rien à voir avec mes attentes.	",2
"Bonjour, j'allais mettre 5 étoiles car j'étais entièrement satisfaite de l'application jusqu'à aujourd'hui. Je viens de recharger 10 dinars de solde et je n'en ai reçu que 8,7 dinars alors que d'habitude je reçois la somme entière 😞 Où est passé cet avantage ? Autant acheter une carte dans ce cas pas la peine de se servir de l'application. Très déçue. Nul part c'est marqué que dorénavant on va vous soustraire les 700 millimes par 5 dinars de recharge.😠 En attente d'une réponse de votre part..	",3
"Jai installé cette app pour faliciter l'alimentation du solde de mes ligne au lieux de le faire sur le site web et hop là, my TT ne supporte pas pas les paiement par carte postal alors que le site web les prend en charge!! Quel désespoir ! Logiquement les cartes postale sont les plus propriétaire. Esperant quel sera incluse un jour.	",2
bonne application mais le suivi de la consommation data pour mon offre PREVILEGE est toujours non fiable. un effort supplémentaire est obligatoire pour fiabliser le suivi des consommations des offres post payés. MAJ : en changeant de GSM (Samsung A30) l'application ne fonctionne plus et se plante au démarrage	,2
"Impossible de payé par carte bancaire que se soit via l'appli ou sur votre site internet, j'ai essayé avec 3 différentes CB, on m'indique "" carte non éligible"" une honte pour une grande entreprise comme la vôtre, puis la lenteur du serveur c'est horrible ça m'a fait pensé à l'internet des années 2000	",1
trop de mis à jour pour rien	,1
L'application s' ouvre plus!!! J l'ai réinstallée et tjrs le mm problème! !!!	,1
J'arrive pas a installer l'application j'appuie sur installer ça tourne et ça reste en attente le téléchargement ne commence pas !!!	,1
Il manque des donnée pour payé par edinar D17	,1
"Le fait que l'application est mise à jour avec une haute fréquence est un problème. Il faut stabiliser cette application. Sans la mise à jour, on ne peut accéder aux services. C'est aussi un inconvénient.	",1
"Je ne peux pas consulter le solde de ma ligne netbox, ni de ma ligne de la clé wifi. Mes factures non plus. je peix les voir et les régler sur le site TT, je ne vois pas l'utilité de MyTT. 2 réclamations adressées à TT via MyTT sont restées sans suites	",1
"Pas mal comme application, mais ça lui manque possibilité de recharge quand on est à défaut de solde(pas de connexion internet pour recharge avec carte bancaire)...!!!	",5
J' ai essayé plusieurs fois pour recharger mon ligne téléphonique TT et je n'ai pas pu continuer suite problème de mon e-mail d'après l'application. Malgré qu'elle est juste. Prière de m'aider et merci.	,1
"Le jeu c'est un piège pour que vous installer l'application, tout les jours j'essaie et il n'y a rien, ne l'installez pas, en plus l'espace entreprise n'existe pas que sur le portail.	",1
"C'est vraiment une première, sans nouvelle mise a jour l'application ne s'ouvre pas, et la navigation est payante.... imaginez que j'ai épuisé mon solde internet et je veux acheter un forfait avec l'application comment on fait ...les malins ???	",1
"Une application plein de bugs, et avec une plaque men dari qui masque le contenu et ne pemet pas un suivi exhaustif de la consommation et des abonnements payants aux services, médiocre.	",1
"Comme tout en tunisie cette application est une pure calamité , j'essaie de recharger je remplis toutes les étapes et à la fin ils me demandent de mettre le code qu'ils m'ont envoyé par sms je met le 1ér code car je n'ai reçu aucun autre et au bout de 3 essais et comme je n'ai pas d'autre code ils bloquent ma carte pour tout E achat un conseil à éviter	",1
J'aurais voulu en mettre 5 étoiles mais pour le moment je ne suis pas satisfait par le service car il y a la possibilité de recharge de carte 5dt ou 10dt mais plus maintenant outre que le paiement par carte postale a été suspendu je ne sais pourquoi	,2
Parfait et utile	,5
C'était bien je payer tout a travers lapplication mais malheureusemnt depuis un mois j'essaye de payer par carte bancaire sur my tt Ou la page internet mais rien ne fonctionne Et je me vois couper la ligne dommage Mou je suis en incapacite de me déplacer Je suis déçue .Le problème ne vien pas de moi C'est tout le cite de Tunisie Télécom depuis un mois Je veux bien payer mais ya til une solution svp Je suis cliente depuis 1994	,2
"Lorsque j'appuie sur paiement facture, j'ai toujours ce message qui s'affiche ""une erreur est survenue. Veuillez réessayer ultérieurement ""	",3
"Application trop trop lente, des erreurs survenus a chaque opération, le message ""réessayer ultérieurement"" est tjs affiché... J'en ai marre, je désinstalle.	",1
TT vous remercie et vous informe que votre reclamation est enregistree le 24/04/2020 11:39:25 sous la reference 1-NN8GVN7. j'ai versé 30 dt à un N abonnée indiqué dans la réclamation qui n'est pas arrivé jusqu'à aujourd'hui... je pense que j'ai le droit de savoir.. 👹👹	,2
"Cette application me facilite la vie : suivi de solde, paiement facture, achat forfait. A améliorer le suivi des forfaits internet pr les offres post payés	",4
Voleurs 25 GB = 30 Dt et réseau 0	,1
"un erreur dès que j'ai essayé d'inscrire, donc je la désinstaller dommage. une seule étoile est beaucoup pour cette application. ne dérangez pas vos clients par des messages concernant cette application.	",1
"Chargement de données très lent, fausse donnée sur mon solde, message d'erreur permanent lorsque je voulais envoyer un message au service d'assistance.	",1
C'est une app nul l'application ne répend pas	,1
"Le forfait corporate ne s'affiche pas dans le solde ou dans le suivie consommation, il affiche toujours 0, il faut y aller par la methode ancienne.	",2
Bonne application mais pour effectuer une recharge de solde on doit avoir une carte bancaire ya pas une possibilité de recharger avec une carte edinar smart merci de trouver une solution	,5
J'ai effectuée deux opérations de recharge de 5dt sur l'application my TT depuis le 28 mai mais je n'ai pas reçu de solde en contre-partie mon compte bancaire est débité J'ai passée 3 réclamations sur l'application myTT mais pas de retour jusqu'à ce moment Je ne recommande pas	,1
"Application sans intérêt tant que la payement en ligne n'est pas fonctionnel D'ailleurs même le payement en ligne web n'est pas fonctionnel, alors arrêtez se faire de la publicité mensongère	",1
"Pour faire un compte il faut avoir un puce telecom c'est trop debile ,on fin de compte ca m'etonne pas telecom a ete toujours trop nul	",1
il faut afficher le forfait internet et le solde dans la page d'accueil. certains forfaits d'internet ne s'affiche plus dans l'application	,1
"Services inaccessibles, hdia net comme exemple, la recharge est compliquée, etc, 0 étoiles si je le pouvais...desinstalle de suite😏	",1
une tres mauvaise expérience j'ai deux lignes et chaque fois que je m'inscris il m'affiche que le numero n'appartient pas au login c'est du n'importe quoi ce nest pas professionnel	,1
j'arrive toujours pas à me connecter toujours un message d'erreur qui s'affiche veuillez réessayer ultérieurement	,1
"Le paiement postal dans l'application ne marche pas et lorsque je choisi le paiement par la carte postale, la page de la paiement bancaire s'ouvre non de celle de la poste	",2
C'est l'application la plus inutile au monde La recharge en ligne ne marche pas Pour acheter du solde internet ça marche pas (il faut épuiser votre solde) du n'importe quoi	,1
"Bonne application en général, juste le problème de payement en ligne impossible en cas où le forfait internet épuisé	",4
App simple a utilise et me facilite plusieurs truc mais trop de mise à jour toujours des mise à jour et pas de nouveauté fel application je change mon avis de 5 a 3 étoiles	,3
"Lors de la dernière mise à jour, la rubrique d'achat de cartes de recharge a été supprimée. Elle est très utile. Veuillez la récupérer SVP.	",3
Bonne application en gros mais il faut donner plus d'avantages et de benifices à son utilisation au lieu des methodes classiques.	,4
tres bonne application par contre la dernière mise a jour ne s'ouvre pas merci de trouver une solution à ce problème	,1
L'application ne marche pas.. Problème de connection.. Veuillez bien vérifier votre application avant de faire une publicité. Merci	,1
Des temps de chargement à chaque écran et je ne comprend pas pourquoi vous faites de la pub TT sur une app Tt	,2
Je comprend pas sa fonctionne plus chez moi depuis le derniere mise a jour 😥	,1
Prix augmente soudainement !!!	,1
la nouvelle version ne fonctionne plus sur mon téléphone impossible de s'authentifier.	,1
Je n'ai pas reçu mon code sms	,1
arrêtez la mise a jour obligatoire svp	,1
l'application My TT aprés le derniere mise a jour n'est plus fonctionnel sur les smartphone huawei priere d'intervenir	,5
J'ai une sim data et depuis l'année dernier je voulais savoir comment créer un compte mais je ne sais pas comment.. C'est ridicule comme bug de ne pas supporter les sim data	,1
Très utile et très professionnelle mais il manque beucoup d'autres services.	,5
Lforfait 25 go avant il est de 25 dt est après il est de 30 dt pourquoi just 5 d tu viens de perdu tes clients tt c'est bizzare ça	,1
Bonne application mais elle demande bcp de mise à jour sans intérêt.	,3
C'est honteux 😡 l'app ne marche pas et c'est toujours le même message d'erreur 🤦🏻‍♀️	,1
"l'apk ne s'ouvre pas,j'ai tjrs un msg d'erreur : my tt s'est arrêté. je l'ai désinstallé puis réinstaller mais tjrs rien.c'est très énervant	",1
Je ne peux pas accéder à cette application.	,1
Une seule étoile parce qu'on nous oblige a mettre a jour l'application si non elle ne fonctionne pas 😡😡😡😡😡	,1
Ça fait une éternité que j'essaie de payer les factures d'internet avec.. ça fonctionne pas.. une grande déception..	,1
"A chaque utilisation, je dois faire une mise à jour pour pouvoir utiliser l'appli",1
Problème de paiement en ligne. ..le navigateur se bloque	,1
"Je dois avoir un numero mobile TT pour pouvoir créer un compte !!??? Mais si j'en ai pas , et je veux payer mes factures pour une ligne fixe !! ?? C'est une perte du temps	",1
Trés bien merci aux devs tt	,5
l'application ne se lance pas toujours un message d'erreur	,2
Ca buge toujours en plus elle est lentr en execution	,1
"Aplication pour la forme , on peut pas croire que c'est l'application qui appartien au plus grand et premier oppérateur en tunisie. Désolé de vous le dire c'est une honte.	",1
"écoutez, franchement ça me dépasse, ça vous arrive ou non, c du vol ou c normal leur réseaux es comme ça, je ne profite jamais avec le forfait que je choisie, Qu'est-ce que je fais maintenant, bcp d'argents m'ont été volé, remboursez moi, c urgents.	",1
Dsl j'ai pas aimé cette application Car je trouve pas mes points fidélité à chaque fois où j'achète une carte de 5Dt ou 1Dt	,1
impossible de ce connecter elle demande des mise à jour sans mise ajour disponible	,1
une application mediocre j'ai acheté une carte 5dt debitée sur mon compte et jamais arrivée apres avoir contacté le service apres vente j'ai aucune reponse vraiment trop déçu a eviter	,1
"Bj, j ai un problème de connexion à mon compte, j arrive pas à accéder à mon compte portant le login et le mot de passe sont correct. Pouvez vous m aider et merci	",2
Application très basique et design dépassé	,1
"Impossible de se connecter, aucun message d'erreur	",1
Je n'arrive même pas à m'inscrire je n'ai pas reçu le SMS d'inscription et j'attends depuis une éternité	,1
Mauvaise application Voila tout court	,1
Comment introduire le code client. J'ai essayé comme ceci. x.xxxxxxxxx comme indiquer a la facture. Mais il me dit verifier le code client. Merci	,1
Le paiement par carte de la poste tunisienne pourtant vous le proposez mais réellement ça se bascule sur un formulaire destiné au CB	,1
Application nulle.chaque fois je gatte la carte du jeu l'application se ferme.	,1
Tres belle application pour nos cheres clients tunisie telecom linternet est durable avec mytt cest bien de la telecharge r	,5
"Les MAJ sont très fréquentes , impossible de faire des recharges sans màj , parfois on a pas assez de solde pour la maj ...c embêtant	",1
L'application ne prend pas en charge le paiement via carte electronique postale.	,1
"plus que 3 mois je peux pas accéder à mon compte, je sais bien mon mot de passe mais rien ne change, application nulle	",2
Où est la gratuité? Je n'ai pas pu accéder au 200mo gratuit valable 15jrs. Comment faire ?	,1
Pourquoi le forfait 25Go a passé a 30d au lieu de 25?	,1
l'application ne fonctionne pas !!! veillez fixer les problèmes	,2
Toujours erreur lors de paiement en ligne je peux pas payer	,1
inscription impossible toujours le même msg d erreur	,1
Il manque recharge diamant pour le jeux free fire comme vos concurrents	,1
Mon numéro corporate ne marche pas !!! Catastrophique	,1
"bonsoir, vous avez enlevé le suivi de la consommation data lors de la dernière mise à jour.	",3
il manque l'affichage du solde du forfait et de son bonus.	,4
On m'oblige à faire la mise à jour à chaque fois si non je ne peux pas y accéder N'importe quoi	,1
Ne fonctionne pas toujours un message d erreur	,1
"bonjour, ça ne fonctionne pas sur samsung A50	",2
Maj hebdomadaires obligatoires sinon l app ne marche pas Parfois ça bugg et se ferme toute seule	,3
J'ai pas des problèmes avec l'ancienne application mais je veux juste la version nouvelle	,5
Dans l'application my orange les forfaits internet sont avec une validité illimité pourquoi ne pas faire pareille	,1
Un erreur lors de passer un offre de 6 go internet... c'est bizarre !!!	,1
Je crois que my TT est le meilleur réseau en Tunisie	,4
Assez limitée pour le moment. Je pense qu'elle s'améliorerait dans le futur!	,4
Application elle fonctionne pas bien un jour elle marche une semaine bloquée zéro	,1
Service nul et médiocre 😀	,1
Chaque semaine je fais mis a jour sa coute vraiment cet un app simple vraiment	,2
Arnaqueurs le prix de l'Internet ds tt le monde ne cesse pas de s'abaisser. 0 service pour 5dt de plus.	,1
ca bug sur samsung A50.ca marche pas	,1
Pourquoi le bonus sur recharge n'est pas affiché ??!!	,2
j'ai pas reçu le 1 Go internet apres faire installer et se faire connecter	,2
Ne fonctionne pas	,1
Ne s'adapte a mes attentes	,3
En général bon très utile et très pratique	,5
Mode paiement ne marche pas s est pas comme d habitude	,1
Très bonne application	,5
N'est pas compatible au version Android 4.4.2 😞	,1
Application qui déconne …,1
le payement par compte postal ne se fait plus	,2
Pour moi le telechargement n'est pas terminé	,3
Il est élémentaire de permettre de lire un engagement qui est obligatoire de signature 8	,1
Indisponibilité de temps en temps	,4
Excellente bien fait	,5
Application nulle ne marche pas. A ne pas recommander.	,1
j'ai avec vous un abonnement WAFFI et lorsque je saisie mon numéro de téléphone fixe sur l'application il me dit merci de saisir votre numéro de mobile TT alors comment faire pour créer un compte sur l'application pour que je paye mes factures et les suivre svp	,5
"M'y tt est installé,mais elle n'a pas pu démarre Un message pour le espace mytt erreur 404	",5
Aucune utilité. Bug dès l'ouverture	,1
trés bonne application 👏	,5
mon num 98989208 etait optica j ai payer toutes mes factures jusqu au moi mai 2020 et toute etait en régle mais apres que jai annulé mon contrat au service comercial au kef et ma ligne est devenu offre pré -1=11 j la surprise c est que jai trouvé que tunisie telecom a ajouter recament une facture de montant de 908 dinars .je voudrai une explication avant de porter plainte au tribunale administratif .jattend votre explication et merci	,3
"Bonne application, continuez à offrir des promos !	",5
"excellente excellente application, facile à utiliser	",5
Recharger par carte bancaire n'est pas fiable	,2
Impossible de payer les factures fixes ( transaction non autorisée)	,2
Problème de lancement de l'application,1
Pratique et facile	,4
null applications avec beaucoup de bug	,1
Toujours l même message d erreur	,1
payement facture en ligne pas accessible	,2
C'est null vous nous invité à installer l'application alors que elle est pas en état de marche ! C'est pas professionnel	,1
bonne application. une belle initiative de TT. bravo!	,5
C'est facile et correcte comme application	,4
Cette application est médiocre et manque de nombreuses fonctionnalités	,1
"ça marche pas sur android 9, y a t il une mise à jour proche ?	",1
"App nuuuuul telement de blocage c honteux de faire une tell app en 2020 en faite j'ai effectué 3 foie la recherge par carte bancaire de 30 dt la troisieme foie c ok mais les deux premiers ont été déduit de mon compte, j'ai effectué une reclamation sur cette application mais ps de reponse j'ai appelé le 1298 et le 1288 mm pas un recharger de clientele qui répond c'est vraiment honteux pour une société coome TT.	",1
"comment savoir son login je l'ai créer y'a longtemps sur le portail tt et c'est tjr liée a mon numéro P.S. : ça marche bien , merci pour la réponse	",5
Le service de recharge est nul	,1
Mauvaise pour les entreprises	,1
"Il ne mérite pas plus de trois étoiles et c'est beaucoup déjà, à chaque fois que tu fait un mis a jour le compte sera fermé jusqu'a faire une mise a jour",3
"à chaque fois que j'utilise l'application ils disent qu'il faut faire un mise a jour, c'est pas normal",1
Je n'arrive pas à payer avec ma carte bancaire il est préférable d adopter une façon plus simple comme chez orange *139#	,2
chaque entré tu dois ecrire le mots de passe😂🤣chaque 3 jour mise a jour page acueille le plus deficile des aplication vous devez faire formation a india	,1
l'application se plante au démarrage	,1
pour quoi cette app ne marche pas sur le réseau wifi	,1
J'ai installé l'application mais j'ai pas reçu mes 200 mega ??????	,3
Toujours serveur introuvable	,1
"C'est une très bonne app, une très belle création de tt	",5
N'a pas pu être installée 2jours en attente	,1
Depuis la dernière MAJ l'application ne démarre plus	,1
Nulle et sans intérêt. Juste pour arnaque. Je déconseille.	,1
"Comment récupère mon login et mon mdp ? Le service client ne trouve aucune solution, possible de le trouver via MSISDN ?	",2
"Bien , mais ou est le FORFAIT FACEBOOK ???	",3
Très bonne application je peux faire tout avec eux. Je vous remercie. J'attends votre réponse	,5
l application est parfaite mais je n ai pas recu le 1G !!!!	,3
app crash au démarrage	,1
Tres belle applicatiin. Merci telecoms.	,5
Pourquoi l'application ne fonctionne plus????	,2
"Normalement je connais mon solde de forfait , bonus, solde et forfait internet,.... a l acceuil non pas au suivie de la consommation et chaque rubrique seule.	",1
bonne application et bon service avec Tunisie Télécom	,5
Ça marche ! très pratique	,5
Bien cordialement mme le temps de faire le nécessaire pour le moment je suis en train de faire le nécessaire pour	,5
Elle ne fonctionne plus !!! 😭😭	,2
problème de connexion	,3
Nul x nul x nul elle t'oblige a faire tout mise a jour pour entrer.	,1
Bonne application... Peut s'améliorer...	,4
Bonne application... Peut s'améliorer...	,5
ne fonctionne pas complètement inutile.	,1
Elle ne demare plus	,1
Je ne peux pas payer mes facteur il me dit un problème est survenue revenir ultérieurement	,1
C nulle c de n'importe quoi	,1
excellent. et parfait. Un grand. Merci	,5
Elle est bien	,5
app zéro n fois vous m'envoyer le mp et toujours mp invalide et même vos questions banales ne sont pas bien structures	,1
jai oublie mon code client,3
la nouvelle application no marche pas.	,5
A améliorer vous pouvez mieux faire	,2
C'est bien	,5
les offres ne sont pas intéressantes	,2
Réseau amélioré internet plus Kirapide	,4
La plus débile	,1
bcp de probleme pour l'installation	,1
Le paiement bancaire des factures ne marche pas	,1
Chaque utilisation necessite une mise à jour !!!!?	,1
Le code fourni n'est pas valide	,1
Une bonne application très utile merci 😁	,5
Toujours mise a jour	,1
C tres cool	,5
Sans commentaire superflu... C'est GENIAL Bonne continuation	,4
interressant ... je donnerai mon avis qu'après avoir essayé ..	,4
tjr en panne.	,2
l app ne s ouvre pas sur mon A 50	,2
Il faut l'améliorer	,1
Le paiement par carte bancaire ne fonctionne pas	,1
Services nulles et non applicables	,1
20dt pour 25Go si non dégage	,1
Comment fait l inscription au service	,5
je installe l'aplication et ne recevoir 1G	,2
Très utile comme application	,5
Je suis pas satisfaite avec l'application	,2
Trop de mise à jour	,2
trop de beug! merci de bien tester vos applis	,2
Internet ne fonctionne pas	,1
"Facilite la gestion de mon portable, le paiement et c	",5
Ca marche mieux maintenant	,4
nullllllllll application plien des bugs	,1
j ai fait linscription toutes est bon mais j'ai pas recu le 1g	,2
Je voudrai télécharger Mytt pour internet je l ai chargé avant mais je l ai supprimé comment faire Merci	,3
L'application ne marche pas	,1
Très bonne application	,5
la plus nulle app jamais vue .	,1
l'application ne fonctionne pas	,1
Rapide et efficace	,5
quel est le code pour suivre la consommation Internet sim corporate	,3
se plante automatiquement	,1
Trés bonne application	,5
Ça marche pas	,1
trés bonne application	,5
trés bonne application	,5
trés bonne application	,5
trés bonne application	,5
Pour le moment ça va	,4
Très bonne application	,5
application facilite notre utilisation	,5
Pas mal comme appli	,4
Bon applications très bien	,5
Acceptable ou plus	,4
De mieux en meilleur	,5
Très bonne idée	,5
Merci pour 200mG	,5
Je trouve pas mon solde	,1
Bravo TT et bonne continuation	,5
Supprimer ça de Google play 😡😠	,1
Cette application ne marche pas	,1
c'est une bonne idee	,5
Je crois que je dois changer d'opérateur... TT gloutonne notre solde sans pitié.	,1
Le code n'arrive pas	,1
Une bonne application	,5
Vous le savez déjà que la majorité des tunisien n'ont pas de carte bancaire comme mon ca alors pourquoi toujours vous rejetez la carte postale????????donc je suis dans l'obligation de la désinstaller	,1
Des arnaqueurs....	,1
Vous des profiteurs	,1
Espèce d'arnaqueur	,1
elle n'a pas pu connecter,1
Nul vraiment ! Je viens de la desinstaller	,1
Bonjour je veux juste savoir si ya des bonus internet via l'application	,3
Voulez-vous s'il vous plaît permettre le paiement et la recharge via carte postale	,2
J'espère que cette application doit être facile	,5
s'il vous plait est ce que vous avez un service de mobile tv gratuit?	,3
Arnaqueurs et mauvaise application	,1
Revenir à l'ancien prix du forfait,1
Revenir à l'ancien prix du forfait 25G 20D,1
c'est une belle application	,5
